ISBN,Synopsis
9781594204111,"Nate Silver built an innovative system for predicting baseball performance, predicted the 2008 election within a hair’s breadth, and became a national sensation as a blogger—all by the time he was thirty. He solidified his standing as the nation's foremost political forecaster with his near perfect prediction of the 2012 election. Silver is the founder and editor in chief of FiveThirtyEight.com.
 
Drawing on his own groundbreaking work, Silver examines the world of prediction, investigating how we can distinguish a true signal from a universe of noisy data. Most predictions fail, often at great cost to society, because most of us have a poor understanding of probability and uncertainty. Both experts and laypeople mistake more confident predictions for more accurate ones. But overconfidence is often the reason for failure. If our appreciation of uncertainty improves, our predictions can get better too. This is the “prediction paradox”: The more humility we have about our ability to make predictions, the more successful we can be in planning for the future.

In keeping with his own aim to seek truth from data, Silver visits the most successful forecasters in a range of areas, from hurricanes to baseball, from the poker table to the stock market, from Capitol Hill to the NBA. He explains and evaluates how these forecasters think and what bonds they share. What lies behind their success? Are they good—or just lucky? What patterns have they unraveled? And are their forecasts really right? He explores unanticipated commonalities and exposes unexpected juxtapositions. And sometimes, it is not so much how good a prediction is in an absolute sense that matters but how good it is relative to the competition. In other cases, prediction is still a very rudimentary—and dangerous—science.

Silver observes that the most accurate forecasters tend to have a superior command of probability, and they tend to be both humble and hardworking. They distinguish the predictable from the unpredictable, and they notice a thousand little details that lead them closer to the truth. Because of their appreciation of probability, they can distinguish the signal from the noise.

A New York Times Bestseller

With everything from the health of the global economy to our ability to fight terrorism dependent on the quality of our predictions, Nate Silver’s insights are an essential read."
9780393338690,"The time was the 1980s. The place was Wall Street. The game was called Liar's Poker.
Michael Lewis was fresh out of Princeton and the London School of Economics when he landed a job at Salomon Brothers, one of Wall Street's premier investment firms. During the next three years, Lewis rose from callow trainee to bond salesman, raking in millions for the firm and cashing in on a modern-day gold rush. Liar's Poker is the culmination of those heady, frenzied years--a behind-the-scenes look at a unique and turbulent time in American business. From the frat-boy camaraderie of the forty-first-floor trading room to the killer instinct that made ambitious young men gamble everything on a high-stakes game of bluffing and deception, here is Michael Lewis's knowing and hilarious insider's account of an unprecedented era of greed, gluttony, and outrageous fortune."
9780884271789,"This book, which introduces the Theory of Constraints, is changing how America does business. The Goal is a gripping, fast-paced business novel about overcoming the barriers to making money. You will learn the fundamentals of identifying and solving the problems created by constraints. From the moment you finish the book you will be able to start successfully addressing chronic productivity and quality problems."
9780393071016,"The New York Times bestseller: the Nobel Prize-winning economist shows how today's crisis parallels the Great Depression--and explains how to avoid catastrophe. With a new foreword for this paperback edition.
In this major bestseller, Paul Krugman warns that, like diseases that have become resistant to antibiotics, the economic maladies that caused the Great Depression have made a comeback. He lays bare the 2008 financial crisis--the greatest since the 1930s--tracing it to the failure of regulation to keep pace with an out-of-control financial system. He also tells us how to contain the crisis and turn around a world economy sliding into a deep recession. Brilliantly crafted in Krugman's trademark style--lucid, lively, and supremely informed--this new edition of The Return of Depression Economics has become an instant classic. A hard-hitting new foreword takes the paperback edition right up to the present moment."
9780375831003,"It is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will become busier still.

Liesel Meminger is a foster girl living outside of Munich, who scratches out a meager existence for herself by stealing when she encounters something she can’t resist–books. With the help of her accordion-playing foster father, she learns to read and shares her stolen books with her neighbors during bombing raids as well as with the Jewish man hidden in her basement. 

In superbly crafted writing that burns with intensity, award-winning author Markus Zusak, author of I Am the Messenger, has given us one of the most enduring stories of our time."
9780393080261,"International Bestseller
One of Foreign Policy's ""21 Books to Read in 2012""
A Publishers Weekly Top 10 Business Book

""The best book on global economic trends I've read in a while.""--Fareed Zakaria, CNN GPS
To identify the economic stars of the future we should abandon the habit of extrapolating from the recent past and lumping wildly diverse countries together. We need to remember that sustained economic success is a rare phenomenon. After years of rapid growth, the most celebrated emerging markets--Brazil, Russia, India, and China--are about to slow down. Which countries will rise to challenge them? In his best-selling book, writer and investor Ruchir Sharma identifies which countries are most likely to leap ahead and why, drawing insights from time spent on the ground and detailed demographic, political, and economic analysis.

With a new chapter on America's future economic prospects, Breakout Nations offers a captivating picture of the shifting balance of global economic power among emerging nations and the West."
9780307719218,"Brilliant and engagingly written, Why Nations Fail answers the question that has stumped the experts for centuries: Why are some nations rich and others poor, divided by wealth and poverty, health and sickness, food and famine? Is it culture, the weather, geography? Perhaps ignorance of what the right policies are? Simply, no. None of these factors is either definitive or destiny. Otherwise, how to explain why Botswana has become one of the fastest growing countries in the world, while other African nations, such as Zimbabwe, the Congo, and Sierra Leone, are mired in poverty and violence? Daron Acemoglu and James Robinson conclusively show that it is man-made political and economic institutions that underlie economic success (or lack of it). Korea, to take just one of their fascinating examples, is a remarkably homogeneous nation, yet the people of North Korea are among the poorest on earth while their brothers and sisters in South Korea are among the richest. The south forged a society that created incentives, rewarded innovation, and allowed everyone to participate in economic opportunities. The economic success thus spurred was sustained because the government became accountable and responsive to citizens and the great mass of people. Sadly, the people of the north have endured decades of famine, political repression, and very different economic institutions--with no end in sight. The differences between the Koreas is due to the politics that created these completely different institutional trajectories. Based on fifteen years of original research Acemoglu and Robinson marshall extraordinary historical evidence from the Roman Empire, the Mayan city-states, medieval Venice, the Soviet Union, Latin America, England, Europe, the United States, and Africa to build a new theory of political economy with great relevance for the big questions of today, including:    - China has built an authoritarian growth machine. Will it continue to grow at such high speed and overwhelm the West?    - Are America's best days behind it? Are we moving from a virtuous circle in which efforts by elites to aggrandize power are resisted to a vicious one that enriches and empowers a small minority?    - What is the most effective way to help move billions of people from the rut of poverty to prosperity? More philanthropy from the wealthy nations of the West? Or learning the hard-won lessons of Acemoglu and Robinson's breakthrough ideas on the interplay between inclusive political and economic institutions? Why Nations Fail will change the way you look at--and understand--the world."
9781594487293,"In this keenly-awaited follow-up to his bestselling The Reluctant Fundamentalist, Mohsin Hamid confirms his place as a radically inventive story-teller with his finger on the world's pulse. The astonishing and riveting tale of a man's journey from impoverished rural boy to corporate tycoon, it steals its shape from the business self-help books devoured by youths all over 'rising Asia'.  It follows its nameless hero to the sprawling metropolis where he begins to amass an empire built on the most fluid and increasingly scarce of goods: water.  Yet his heart remains set on something else, on the pretty girl whose star rises alongside his, their paths crossing and re-crossing in a love affair sparked and snuffed out again by the forces that careen their fates along. The hero of the story could be any one of us, hungry for a different life.  And ours too could be the fate that awaits him .  .  . Fast-paced, vivid and emotionally absorbing, How to Get Filthy Rich in Rising Asia creates two unforgettable characters who find moments of transcendent intimacy in the midst of shattering change."
9780380813940,"From Victorian lndia to near-future New York, The Calcutta Chromosome takes readers on a wondrous journey through time as a computer programmer trapped in a mind-numbing job hits upon a curious item that will forever change his life.  When Antar discovers the battered I. D.  card of a long-lost acquaintance, he is suddenly drawn into a spellbinding adventure across centuries and around the globe, into the strange life of L.  Murugan, a man obsessed with the medical history of malaria, and into a magnificently complex world where conspiracy hangs in the air like mosquitoes on a summer night."
9780143039655,"Introducing this collection of stories, R.  K.  Narayan describes how in India ""the writer has only to look out of the window to pick up a character and thereby a story. "" Composed of powerful, magical portraits of all kinds of people, and comprising stories written over almost forty years, Malgudi Days presents Narayan's imaginary city in full color, revealing the essence of India and of human experience.  This edition includes an introduction by Pulitzer prize winning author Jhumpa Lahiri.    ."
9780312997137,"The conned: an Oxford don, a revered society physician, a chic French art dealer, and a charming English lord. They have one thing in common. Overnight, each novice investor lost his life's fortune to one man. The con: Harvey Metcalfe. A brilliant, self-made guru of deceit. A very dangerous individual. And now, a hunted man. With nothing left to lose four strangers are about to come together-each expert in their own field. Their plan: find Harvey, shadow him, trap him, and penny-for-penny, destroy him. From the luxurious casinos of Monte Carlo to the high-stakes windows at Ascot to the bustling streets of Wall Street to fashionable London galleries, their own ingenious game has begun. It's called revenge-and they were taught by a master"
9780312995058,"William Lowell Kane and Abel Rosnovski, one the son of a Boston millionaire, the other a penniless polish immigrant-born on the same day near the turn of the century on opposite sides of the world-are brought together by fate and the quest of a dream. Two men - ambitious, powerful, ruthless - are locked in a relentless struggle to build an empire, fueled by their all-consuming hatred.Over sixty years and three generations, through war, marriage, fortune, and disaster, Kane and Abel battle for the success and triumph that only one man can have..."
9780618485222,"Jhumpa Lahiri's Interpreter of Maladies established this young writer as one the most brilliant of her generation. Her stories are one of the very few debut works -- and only a handful of collections -- to have won the Pulitzer Prize for fiction. Among the many other awards and honors it received were the New Yorker Debut of the Year award, the PEN/Hemingway Award, and the highest critical praise for its grace, acuity, and compassion in detailing lives transported from India to America. In The Namesake, Lahiri enriches the themes that made her collection an international bestseller: the immigrant experience, the clash of cultures, the conflicts of assimilation, and, most poignantly, the tangled ties between generations. Here again Lahiri displays her deft touch for the perfect detail -- the fleeting moment, the turn of phrase -- that opens whole worlds of emotion.  The Namesake takes the Ganguli family from their tradition-bound life in Calcutta through their fraught transformation into Americans. On the heels of their arranged wedding, Ashoke and Ashima Ganguli settle together in Cambridge, Massachusetts. An engineer by training, Ashoke adapts far less warily than his wife, who resists all things American and pines for her family. When their son is born, the task of naming him betrays the vexed results of bringing old ways to the new world. Named for a Russian writer by his Indian parents in memory of a catastrophe years before, Gogol Ganguli knows only that he suffers the burden of his heritage as well as his odd, antic name. Lahiri brings great empathy to Gogol as he stumbles along the first-generation path, strewn with conflicting loyalties, comic detours, and wrenching love affairs. With penetrating insight, she reveals not only the defining power of the names and expectations bestowed upon us by our parents, but also the means by which we slowly, sometimes painfully, come to define ourselves. The New York Times has praised Lahiri as ""a writer of uncommon elegance and poise."" The Namesake is a fine-tuned, intimate, and deeply felt novel of identity."
9780452284241,"George Orwell's timeless fable--a parable for would-be liberators everywhere, glimpsed through the lens of our own history.  As ferociously fresh as it was more than a half century ago, this remarkable allegory of a downtrodden society of overworked, mistreated animals, and their quest to create a paradise of progress, justice, and equality is one of the most scathing satires ever published.  As we witness the rise and bloody fall of the revolutionary animals, we begin to recognize the seeds of totalitarianism in the most idealistic organization; and in our most charismatic leaders, the souls of our cruelest oppressors.   With a foreword by Ann Patchett"
